appid,name,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,release_date,required_age,is_free,short_description,supported_languages,platforms_windows,platforms_mac,platforms_linux,metacritic_score,recommendations,achievements,genres,categories
1358530,Saint Kotar,The-Mark Entertainment,SOEDESCO,176,51,"50,000 .. 100,000",0,0,0,0,1999,1999,0,7,"Oct 28, 2021",0,False,Saint Kotar is a psychological horror detective game set in a cursed valley in rural Croatia. Investigate the disappearance of your relative in the occult-ridden town of Sveti Kotar as you switch between conflicting realities through the eyes of two godly men.,"English<strong>*</strong>, German, French, Italian, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support",True,True,True,,200.0,45.0,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
2062610,Phantom Club (CPC/Spectrum),Ocean Software,Pixel Games UK,3,0,"50,000 .. 100,000",0,0,0,0,399,399,0,0,"Jul 11, 2022",0,False,"Only you, Plutus, lowliest of the Phantom Club's superheroes, can save the once-proud Club from the clutches of the evil Zarg! Use your mighty 'Brainstorm' power to fight such fearsome enemies as the terrifying 'transforming beings' and the loathsome 'man-spiders'!",English,True,False,False,,0.0,0.0,Action,"Single-player, Full controller support, Steam Cloud, Family Sharing"
1636850,CYBRID,Tom Reason,SHADA GAMES,137,11,"50,000 .. 100,000",0,0,0,0,599,1499,60,0,"Nov 19, 2021",0,False,"CYBRID is the action-rhythm VR of the Cyber Future! Swords and Pistols are in your hands. Slash and Shoot! Don't let this stop you! Run, dodge, and jump among the neon lights of the city to a powerful soundtrack!",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,139.0,19.0,"Action, Casual, Indie, Early Access","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Leaderboards, Includes level editor, Family Sharing"
409600,Contract With The Devil,AZ-Art Development Studio,8Floor,246,100,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0,"Dec 11, 2015",0,False,"Welcome to the world where mysticism and reality, past and present, good and evil are united in a single whole!","English, German, Russian",True,False,False,,242.0,19.0,"Action, Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
428370,Windlands,Psytec Games Ltd,Psytec Games Ltd,665,192,"50,000 .. 100,000",0,0,0,0,1299,1299,0,1,"Apr 5, 2016",0,False,"A first person grappling hook exploration game.Soar through the ruins of a fallen world and discover the secrets of the ancients. Designed with full Virtual Reality support for the HTC Vive and Oculus Rift, also works great in Non VR.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,True,False,,800.0,29.0,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, VR Support, Steam Cloud, Steam Leaderboards, Family Sharing"
1361050,DeRailed,KanapaGames,KanapaGames,3,1,"50,000 .. 100,000",0,0,0,0,499,499,0,0,"Nov 22, 2021",0,False,"When a domestic terrorist resurfaces it falls on an overburdened police department to discover his plot and put an end to it, and as a washed up detective leading the renewed investigation things begin to not appear as they seem.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,5.0,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Family Sharing"
1978330,Life Gallery,751 Games,751 Games,303,65,"50,000 .. 100,000",0,0,0,0,299,299,0,0,"Jan 12, 2023",0,False,"Life Gallery is a puzzle game with a unique, illustration-style art design that leads the players into a world of profound horror.","English, French, Italian, German, Russian, Japanese, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Korean",True,False,False,,399.0,10.0,"Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
1435310,Shotgun Witch,"Asephy, Dementori, Jchoco",Asephy,1016,33,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Oct 24, 2020",0,True,"Only armed with a double barrel shotgun, go through waves of hell spawns to get your book back! A bullet hell arena shooter!",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,5.0,"Action, Adventure, Free To Play, Indie","Single-player, Steam Achievements, Family Sharing"
2720280,Follow the meaning,HiKing Mind Studio,Second Maze,730,50,"50,000 .. 100,000",0,0,0,0,499,499,0,0,"Nov 22, 2024",0,False,"Follow the meaning is a surreal point-and-click puzzle adventure. Join detective Paul Trilby as he works to unravel the mysteries of a peculiar town, seemingly ruled by the local Hospital. Over the wall and behind tightly shut gates, a dark secret lies in wait…","English, French, Italian, German, Portuguese - Brazil, Traditional Chinese, Simplified Chinese, Danish, Japanese, Korean, Dutch, Ukrainian, Polish, Romanian, Russian, Spanish - Latin America, Czech, Vietnamese, Swedish, Spanish - Spain, Finnish, Portuguese - Portugal",True,True,False,,980.0,16.0,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
34275,Gain Ground,SEGA,SEGA,8,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Jun 1, 2010",0,False,"The battle-simulation game has gone haywire! All contestants inside the system are trapped and frozen on the battlefields, and the androids are reprogrammed to become hi-tech killing machines! It's up to three brave fighters to rescue hostages, and to destroy the central computer of the system, the Brain.",English,True,True,True,,0.0,0.0,Strategy,"Single-player, Multi-player, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing"
1578920,CrateTastrophe,Starstrike Studios,Starstrike Studios,5,1,"50,000 .. 100,000",0,0,0,0,199,199,0,0,"Apr 7, 2021",0,False,"A super fast paced, clock ticking down, puzzle solving FPS shooter with hundreds of levels and an endless challenge mode. No blood or killing, just problem solving, bullets spraying crate destruction.",English,True,False,False,,0.0,20.0,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing"
498600,MSI Electric City,Metanaut,MSI,104,37,"50,000 .. 100,000",0,0,0,0,0,0,0,1,"Aug 9, 2016",0,True,MSI Electric City is a virtual reality sci-fi seated experience where you are transported to a futuristic city never seen before. Discover magnificent scenery and soar through wondrous architectures.,English,True,False,False,,0.0,0.0,"Adventure, Casual, Free To Play","Single-player, VR Only, Family Sharing"
231310,MirrorMoon EP,Santa Ragione,Santa Ragione,337,245,"50,000 .. 100,000",0,0,0,0,1499,1499,0,2,"Sep 4, 2013",0,False,MirrorMoon EP is a game about mystery and exploration set in outer space. These space travels begin on a red planet and its unique moon and extend across galaxies. The single player part of MirrorMoon EP blends adventure and exploration with navigation-based puzzle solving.,English,True,True,True,73.0,328.0,10.0,"Adventure, Indie","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
706490,Little hidden city,3dinvis games,3dinvis games,164,112,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"Feb 28, 2018",0,False,"Do you think you are an astute observer — an experienced hidden-object-finder? Try one of the most difficult games of this genre: Little Hidden City! Here you will find tons of well-hidden objects in six different, very detailed and varied levels.","English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese",True,False,False,,218.0,101.0,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing"
652190,Emily Wants to Play Too,Shawn Hitchcock,Hitchcock Games,416,95,"50,000 .. 100,000",0,0,0,0,799,799,0,1,"Dec 13, 2017",0,False,"No one believed the pizza guy. They kept the dolls. A sandwich delivery guy is on his way to Central Evidence. He is not ready for what he finds. Emily and the dolls are back with new friends, scares and more. Use stealth and strategy to survive their unique games in this survival horror.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,True,True,,511.0,14.0,"Action, Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing"
2988090,Soul of Savarog,Twisted Universe,Twisted Universe,2,1,"50,000 .. 100,000",0,0,0,0,199,199,0,0,"May 28, 2024",0,False,"Soul of Savarog includes four of Twisted Universe's mobile horror thriller games. All of these plays tell the story of Savarog. Play Savarog, Savarog 2, Rule and Savarog 3 respectively.","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Spanish - Latin America, Polish, Portuguese - Portugal, Russian, Turkish<br><strong>*</strong>languages with full audio support",True,False,False,,0.0,0.0,"Adventure, Indie","Single-player, Family Sharing"
552140,CAGE,KorteGames,KorteGames,116,17,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Nov 14, 2016",0,True,"With lightning-fast gameplay fully exploiting all three dimensions of motion, CAGE is a shooter unlike any other. The &quot;tether&quot; allows for unprecedented freedom and agility of movement, creating explosive action.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,True,False,,0.0,0.0,"Action, Casual, Free To Play, Indie","Multi-player, PvP, Shared/Split Screen PvP, Remote Play Together, Family Sharing"
2622350,Fisherman's Island Alpha Test,"Oricia Games Albi, Oricia Games London",Oricia Games,1,2,"50,000 .. 100,000",0,0,0,0,199,199,0,0,"Nov 28, 2023",0,False,"Welcome to the world of Phalania. Explore the world in search of ancient secrets and save the world from an impending disaster! For now, you can explore the different zones. WARNING, THE GAME IS NOT FINISHED, NOT ALL MECHANICS ARE PRESENT!","French<strong>*</strong>, English<br><strong>*</strong>languages with full audio support",True,False,False,,0.0,0.0,"Adventure, Casual, Indie, Early Access","Single-player, Family Sharing"
409070,Fist Slash: Of Ultimate Fury,Sinclair Strange,Rising Star Games,68,31,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"Dec 10, 2015",0,False,"Part man, part blade, all badass – help Fist Slash defeat the evil Dr. X and recover the mystical mirror shards before they're used to wreak ultimate destruction on the world!",English,True,False,False,,0.0,17.0,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
1035750,文字獄,Jia-Ho Jian,Jia-Ho Jian,283,33,"50,000 .. 100,000",0,0,0,0,0,0,0,1,"Mar 13, 2019",0,True,"The protagonist is trapped inside a prison, please help the protagonist to escape this place by making sentences and unravel the secrets of this prison.",Traditional Chinese,True,True,True,,0.0,0.0,"Adventure, Free To Play, Indie","Single-player, Family Sharing"
962630,Transient: Extended Edition,Stormling Studios,Iceberg Interactive,220,92,"50,000 .. 100,000",0,0,0,0,359,1999,82,0,"Oct 28, 2020",0,False,"H.P. Lovecraft meets Cyberpunk. Delve deep into a dystopian world and investigate what is happening to you and your friends in a domed city. Solve puzzles, hack systems and plug in to explore other dimensions. Discover a truth that might tear apart your sanity and question your very existence.","English<strong>*</strong>, French, German, Italian, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Turkish<br><strong>*</strong>languages with full audio support",True,False,False,65.0,282.0,27.0,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1017060,Planet Evolution PC Live Wallpaper,3dm_live_wallpapers,3dm_live_wallpapers,131,54,"50,000 .. 100,000",0,0,0,0,299,299,0,9,"Feb 22, 2019",0,False,"Choose your own planet and be a witness to its origins, transformations, cataclysms and rebirths lasting billions of years. Your wallpaper will always be different, unique and just beautiful.","English, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Spanish - Latin America, French, Japanese, Korean, Turkish",True,False,False,,179.0,0.0,"Design & Illustration, Utilities",
1581800,Slow living with Princess,"KADOKAWA, TSUKURITE.",0UP GAMES,529,63,"50,000 .. 100,000",0,0,0,0,1999,1999,0,2,"Oct 15, 2023",0,False,"Gideon Ragnason was banished from Ruti's party because he was &quot;not strong enough.&quot; Since then, he has retired from the front lines of battle and changed his name to Red. Now, he has opened an apothecary in the frontier land of Zoltan, and hopes to live a slow and happy life there!","English, Simplified Chinese, Japanese",True,False,False,,579.0,25.0,"Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1998450,Black & White,零创游戏(ZerocreationGame), 零创游戏(ZerocreationGame),530,163,"50,000 .. 100,000",0,0,0,0,1499,1499,0,2,"Mar 16, 2023",0,False,"&quot;Black &amp; White&quot; is a dystopian visual novel + war chess game: black and white, sensibility and reason, freedom and order: follow your beliefs and join your camp.",Simplified Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,610.0,49.0,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
1630920,Bright Lights of Svetlov,Vladimir Cholokyan,Vladimir Cholokyan,1153,89,"50,000 .. 100,000",0,0,0,0,499,499,0,0,"Sep 14, 2021",0,False,"Bright Lights of Svetlov is a short, story-focused first person quest about a Soviet family facing harsh trials. Set in a fictional provincial town, it carefuly recreates the atmosphere and vibe of mid 1980s.","English, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support",True,False,False,,1292.0,7.0,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
3516850,Typing Ritual,Fridiculous,Fridiculous,1,0,"50,000 .. 100,000",0,0,0,0,399,399,0,0,"Mar 6, 2025",0,False,"Typing Ritual is a first-person psychological horror game where players perform a summoning ritual by typing ancient texts. As the ritual progresses, the environment changes, and tension builds. Mistakes have consequences, and time is limited.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,True,False,,0.0,29.0,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, HDR available, Family Sharing"
1679290,Fire & Maneuver,"Armchair Interactive, Targon Studios",Armchair Interactive,2085,621,"50,000 .. 100,000",0,0,0,0,999,999,0,6,"19 Apr, 2023",0,False,"The Armchair Historian brings you a new turn-based strategy game set in the Victorian Era. As muskets become rifles and infantry is confronted by modernizing artillery, it is imperative to adapt to a rapidly changing battlefield. This is a new age, not of courage and chivalry, but of Blood and Iron.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,279.0,40.0,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Stats, Family Sharing"
655740,Tallowmere 2: Curse of the Kittens,Chris McFarland,Chris McFarland,287,61,"50,000 .. 100,000",0,0,0,0,999,999,0,6,"Feb 19, 2024",0,False,"Lady Tallowmere's kittens have been acting strange. Still, the dungeon's rituals must be carried out. Despite the unusual circumstances, how many rooms can you clear?","English, Simplified Chinese, Portuguese - Brazil, German, French, Finnish, Korean, Spanish - Spain, Spanish - Latin America, Russian",True,True,True,,317.0,115.0,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Adjustable Text Size, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Keyboard Only Option, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Save Anytime, Steam Input API Support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing"
622010,The Fall of Lazarus,No Wand Studios,No Wand Studios,72,42,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Oct 4, 2017",0,True,The Fall of Lazarus is first person exploration and puzzle game. A deeply narrative scifi mystery game based on the exploration of an abandoned cargo spaceship about redemption and second chances.,"English<strong>*</strong>, Spanish - Spain<br><strong>*</strong>languages with full audio support",True,False,False,,0.0,9.0,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing"
1432620,Aimi,Toasty,Toasty,97,22,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Oct 20, 2020",0,True,Memories swirl all around you...Or are these memories? Familiar faces and places you think you remember but somehow now seem so different. Why are you here? Where is here?,English,True,True,False,,0.0,0.0,"Free To Play, Indie, RPG","Single-player, Partial Controller Support, Family Sharing"
339860,none,,Green Sauce Games,84,38,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Feb 27, 2015",0,False,,English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,3.0,"Adventure, Indie, Massively Multiplayer, RPG, Strategy","Single-player, Multi-player, MMO, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing"
882110,Google Spotlight Stories: Age of Sail,Google Inc.,Google Inc.,458,7,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Nov 13, 2018",0,True,"Age of Sail VR is the story of William Avery (Ian McShane), an old sailor adrift and alone in the North Atlantic. When Avery rescues Lara, who has mysteriously fallen overboard, he finds redemption and hope in his darkest hours. Directed by ACADEMY AWARD-winning filmmaker John Kahrs.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,0.0,"Adventure, Free To Play","Single-player, VR Only, Family Sharing"
566090,The Bard's Tale IV: Barrows Deep,inXile Entertainment,inXile Entertainment,992,484,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Sep 18, 2018",0,False,"The Bard's Tale IV: Barrows Deep is the triumphant return of one of the most iconic RPG series of all-time. Delve into a tactically rich combat system that rewards creativity, solve puzzles to gain treasure and advantages, and discover a beautifully crafted world.","English<strong>*</strong>, French, German, Spanish - Spain, Polish, Russian<br><strong>*</strong>languages with full audio support",True,False,False,,681.0,58.0,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
1157560,Arcane Showdown - Battle Arena,Big Huge Games Inc,Big Huge Games Inc,265,105,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Sep 30, 2020",0,False,"Get ready for a battle of epic proportions! Strategize, deploy, and command a powerful army across a large battle arena in real-time strategy. See if you can outwit, outmaneuver, and overpower your opponent with your skills. Fantastical creatures and powerful spells are ready to be unlocked.","English, French, Italian, German, Spanish - Spain, Portuguese - Portugal, Portuguese - Brazil, Russian, Spanish - Latin America, Turkish",True,False,False,,0.0,92.0,"Free To Play, Strategy","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Family Sharing"
585910,Wild Guns Reloaded,NatsumeAtari,Natsume Inc.,392,57,"50,000 .. 100,000",0,0,0,0,1499,1499,0,1,"Jul 11, 2017",0,False,"Wild Guns Reloaded is a fast-paced arcade-style shooter, mixing the Wild West with steampunk. Play as Clint, Annie, Doris, or Bullet the dog with his sentry drone. Grab some friends and play together for some four player action!","English, Japanese",True,False,False,,431.0,30.0,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
257870,Eschalon: Book III,Basilisk Games,Basilisk Games,75,22,"50,000 .. 100,000",0,0,0,0,999,999,0,0,"Feb 14, 2014",0,False,"Eschalon: Book III brings the trilogy to a climactic end as you seek to uncover the mystery of your past, the secrets of the Crux stones, and who the Orakur really are. You’ll traverse miles of virtual wilderness and dungeons, filled with secrets and danger, in an unparalleled role-playing experience designed to feel like a true...",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,True,True,67.0,0.0,0.0,"Adventure, Indie, RPG","Single-player, Family Sharing"
1629480,The Last Dance Saloon,Holon Studios,Holon Studios,2,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0,"Jan 24, 2022",0,False,The Last Dance Saloon is a VR/PC rhythm shooter. Fight off bounty hunters with your trusty revolvers as you groove to the rhythm of the universe.,English,True,False,False,,0.0,21.0,"Action, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Steam Leaderboards, Family Sharing"
714240,SWARMRIDER OMEGA,Walter Machado,Walter Machado,78,20,"50,000 .. 100,000",0,0,0,0,49,99,51,0,"Sep 19, 2017",0,False,"SWARMRIDER OMEGA is an &quot;endless runner&quot;+&quot;twin stick shooter&quot; ARCADE mashup. Based on SWARMRIDERS(2016), OMEGA is a darker and faster version, featuring the Saint from UBERMOSH Vol.5.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Bulgarian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong>, Korean<strong>*</strong>, Danish<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Finnish<strong>*</strong>, Greek<strong>*</strong>, Dutch<strong>*</strong>, Hungarian<strong>*</strong>, Indonesian<strong>*</strong>, Japanese<strong>*</strong>, Norwegian<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Romanian<strong>*</strong>, Russian<strong>*</strong>, Swedish<strong>*</strong>, Thai<strong>*</strong>, Czech<strong>*</strong>, Turkish<strong>*</strong>, Ukrainian<strong>*</strong>, Vietnamese<strong>*</strong>, Arabic<strong>*</strong>, Afrikaans<strong>*</strong>, Albanian<strong>*</strong>, Amharic<strong>*</strong>, Armenian<strong>*</strong>, Assamese<strong>*</strong>, Azerbaijani<strong>*</strong>, Basque<strong>*</strong>, Bangla<strong>*</strong>, Belarusian<strong>*</strong>, Bosnian<strong>*</strong>, Kannada<strong>*</strong>, Catalan<strong>*</strong>, Kazakh<strong>*</strong>, Cherokee<strong>*</strong>, Sinhala<strong>*</strong>, Konkani<strong>*</strong>, Croatian<strong>*</strong>, Dari<strong>*</strong>, Slovak<strong>*</strong>, Slovenian<strong>*</strong>, Estonian<strong>*</strong>, Filipino<strong>*</strong>, Galician<strong>*</strong>, Welsh<strong>*</strong>, Georgian<strong>*</strong>, Gujarati<strong>*</strong>, Hausa<strong>*</strong>, Hebrew<strong>*</strong>, Hindi<strong>*</strong>, Igbo<strong>*</strong>, Yoruba<strong>*</strong>, Irish<strong>*</strong>, Icelandic<strong>*</strong>, Khmer<strong>*</strong>, Latvian<strong>*</strong>, Lithuanian<strong>*</strong>, Luxembourgish<strong>*</strong>, Macedonian<strong>*</strong>, Malayalam<strong>*</strong>, Malay<strong>*</strong>, Maltese<strong>*</strong>, Maori<strong>*</strong>, Marathi<strong>*</strong>, Mongolian<strong>*</strong>, Nepali<strong>*</strong>, Odia<strong>*</strong>, Punjabi (Gurmukhi)<strong>*</strong>, Punjabi (Shahmukhi)<strong>*</strong>, Persian<strong>*</strong>, K'iche'<strong>*</strong>, Kinyarwanda<strong>*</strong>, Kyrgyz<strong>*</strong>, Quechua<strong>*</strong>, Sotho<strong>*</strong>, Sindhi<strong>*</strong>, Sorani<strong>*</strong>, Swahili<strong>*</strong>, Serbian<strong>*</strong>, Tajik<strong>*</strong>, Tigrinya<strong>*</strong>, Tswana<strong>*</strong>, Turkmen<strong>*</strong>, Tatar<strong>*</strong>, Tamil<strong>*</strong>, Telugu<strong>*</strong>, Uyghur<strong>*</strong>, Wolof<strong>*</strong>, Urdu<strong>*</strong>, Uzbek<strong>*</strong>, Valencian<strong>*</strong>, Xhosa<strong>*</strong>, Zulu<strong>*</strong>, Scots<strong>*</strong><br><strong>*</strong>languages with full audio support",True,False,True,,101.0,7.0,"Action, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
1540430,Retro Classix: Gate of Doom,Data East,"Ziggurat, 612 Games",18,2,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Mar 2, 2021",0,False,"Seal the Gate Of Doom forever! Gate of Doom is a classic arcade multiplayer action RPG originally released in 1990. You and a friend take on the role of one of four heroes of prophecy, the knight Carl F. Graystone, the wizard Fraya Edirne, the bard Riger Hawk, or the ninja Kirikaze.",English,True,False,False,,0.0,0.0,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Remote Play Together, Family Sharing"
461010,Roll'd,MGP Studios,Forever Entertainment S. A.,322,64,"50,000 .. 100,000",0,0,0,0,99,99,0,1,"Apr 14, 2016",0,False,Enter the world of Roll'd where rolling comes in at a new degree.,English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,True,True,,153.0,16.0,"Action, Casual, Indie, Racing","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
710470,Little Witch Academia: Chamber of Time,"APLUS Co., Ltd",BANDAI NAMCO Entertainment,1047,307,"50,000 .. 100,000",0,0,0,0,1399,3999,65,2,"May 15, 2018",0,False,Uncover the mysteries at Luna Nova Academy and experience the magical world of Studio Trigger style Japanese animation in Little Witch Academia: Chamber of Time.,"English, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",True,False,False,,1097.0,25.0,"Action, Adventure, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing"
1299460,Wanderstop,Ivy Road,Annapurna Interactive,1636,120,"50,000 .. 100,000",0,0,0,0,2499,2499,0,38,"Mar 11, 2025",0,False,"From the creator of The Stanley Parable and The Beginner’s Guide comes Wanderstop, a narrative-centric cozy game about change and tea.","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Korean, Portuguese - Brazil<br><strong>*</strong>languages with full audio support",True,False,False,80.0,2887.0,11.0,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Full controller support, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Steam Cloud, Family Sharing"
644670,DEUS VULT | Online VR sword fighting,raptor lab,raptor lab,92,57,"50,000 .. 100,000",0,0,0,0,499,499,0,0,"May 26, 2017",0,False,"Fight against other medieval warriors all around the world! Deus Vult is an online medieval fighting game which uses cutting-edge weapon physics to make you feel like a real knight. Discover a world full of mystery, customize your character and FIGHT FOR GLORY!",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,133.0,0.0,"Violent, Action, Simulation, Early Access","Multi-player, PvP, Online PvP, Tracked Controller Support, VR Only, Family Sharing"
1131240,Dungeons of Edera,Monster Tooth Studios,Monster Tooth Studios,714,331,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0,"Jun 16, 2022",0,False,Dungeons of Edera is a rogue-lite action RPG dungeon crawler featuring procedurally generated levels where you will battle through hordes of monsters to restore Edera to its former glory.,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Portuguese - Brazil<br><strong>*</strong>languages with full audio support",True,False,False,,982.0,22.0,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
2920040,PALINGENESIS,John Paul Grigsby,GRIGS,2,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"May 14, 2024",0,False,"A music-driven puzzle adventure where sound shapes the world. Solve mysteries, escape the Human Wheel, and experience the album by GRIGS in PALINGENESIS.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,True,False,,0.0,0.0,"Adventure, Casual, Indie, Strategy","Single-player, Full controller support, DualShock Controller Support, DualShock Controller Support, Family Sharing"
3038850,Language Learning Simulator - Alphabet,"Murat Doğançay, Butik Game Studios",Butik Game Studios,1,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0,"Jul 22, 2024",0,False,Language Learning Simulator - Alphabet is an educational game that allows players to learn new alphabets easily and in a fun way!,"English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Turkish<strong>*</strong>, Hindi<strong>*</strong><br><strong>*</strong>languages with full audio support",True,False,False,,0.0,0.0,"Action, Adventure","Single-player, Partial Controller Support, Family Sharing"
