appid,name,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,release_date,required_age,is_free,short_description,supported_languages,platforms_windows,platforms_mac,platforms_linux,metacritic_score,recommendations,achievements,genres,categories
730,Counter-Strike: Global Offensive,Valve,Valve,7642084,1173003,"100,000,000 .. 200,000,000",0,0,0,0,0,0,0,1013936,"21 Aug, 2012",0.0,True,"For over two decades, Counter-Strike has offered an elite competitive experience, one shaped by millions of players from across the globe. And now the next chapter in the CS story is about to begin. This is Counter-Strike 2.","Czech, Danish, Dutch, English<strong>*</strong>, Finnish, French, German, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Spain, Swedish, Thai, Traditional Chinese, Turkish, Bulgarian, Ukrainian, Greek, Spanish - Latin America, Vietnamese, Indonesian<br><strong>*</strong>languages with full audio support",True,False,True,,5211693.0,1.0,"Action, Free To Play","Multi-player, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Steam Workshop, In-App Purchases, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Surround Sound, Valve Anti-Cheat enabled, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Steam Timeline"
1172470,Apex Legends,Respawn,Electronic Arts,668053,326926,"100,000,000 .. 200,000,000",0,0,0,0,0,0,0,124262,"4 Nov, 2020",0.0,True,"Apex Legends is the award-winning, free-to-play Hero Shooter from Respawn Entertainment. Master an ever-growing roster of legendary characters with powerful abilities, and experience strategic squad play and innovative gameplay in the next evolution of Hero Shooter and Battle Royale.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese, Spanish - Latin America, Arabic<br><strong>*</strong>languages with full audio support",True,False,False,88.0,1580.0,12.0,"Action, Adventure, Free To Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Chat Speech-to-text, Playable without Timed Input, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support"
578080,PUBG: BATTLEGROUNDS,PUBG Corporation,"KRAFTON, Inc.",1520457,1037487,"100,000,000 .. 200,000,000",0,0,0,0,0,0,0,314682,"21 Dec, 2017",19.0,True,"PUBG: BATTLEGROUNDS, the high-stakes winner-take-all shooter that started the Battle Royale craze, is free-to-play! Drop into diverse maps, loot unique weapons and supplies, and survive in an ever-shrinking zone where every turn could be your last.","English, Korean, Simplified Chinese, French, German, Spanish - Spain, Arabic, Japanese, Polish, Portuguese - Portugal, Russian, Turkish, Thai, Italian, Portuguese - Brazil, Traditional Chinese, Ukrainian",True,False,False,,1762488.0,37.0,"Action, Adventure, Massively Multiplayer, Free To Play","Multi-player, PvP, Online PvP, Custom Volume Controls, Stereo Sound, Surround Sound, Partial Controller Support, Stats, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
1623730,Palworld,Pocketpair,Pocketpair,358266,22443,"50,000,000 .. 100,000,000",0,0,0,0,2999,2999,0,18028,"Jul 9, 2026",0.0,False,"Fight, farm, build and work alongside mysterious creatures called &quot;Pals&quot; in this completely new multiplayer, open world survival and crafting game!","English, Simplified Chinese, Traditional Chinese, Japanese, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Korean, Indonesian, Spanish - Latin America, Thai, Turkish, Vietnamese, Polish",True,False,False,,397504.0,75.0,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Steam Cloud, Family Sharing"
440,Team Fortress 2,Valve,Valve,1044264,117208,"50,000,000 .. 100,000,000",0,0,0,0,0,0,0,43819,"10 Oct, 2007",0.0,True,"Nine distinct classes provide a broad range of tactical abilities and personalities. Constantly updated with new game modes, maps, equipment and, most importantly, hats!","English<strong>*</strong>, Danish, Dutch, Finnish, French, German, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean, Czech, Hungarian, Portuguese - Brazil, Turkish, Greek, Bulgarian, Romanian, Thai, Ukrainian, Spanish - Latin America<br><strong>*</strong>languages with full audio support",True,False,True,92.0,47647.0,520.0,"Action, Free To Play","Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, In-App Purchases, Camera Comfort, Color Alternatives, Custom Volume Controls, Stereo Sound, Surround Sound, Partial Controller Support, Valve Anti-Cheat enabled, Stats, Includes level editor, Commentary available, Remote Play on Phone, Remote Play on Tablet"
1938090,Call of Duty: Modern Warfare II,"Treyarch, Raven Software, Beenox, High Moon Studios, Activision Shanghai, Sledgehammer Games, Infinity Ward, Demonware, Toys for Bob",Activision,419594,294520,"50,000,000 .. 100,000,000",0,0,0,0,3849,6999,45,67419,"Oct 27, 2022",17.0,False,"The Call of Duty® experience supports Modern Warfare® 4, Black Ops 7 and Call of Duty®: Warzone™.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Korean, Polish, Russian, Traditional Chinese, Japanese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Arabic, Simplified Chinese<strong>*</strong>, Portuguese - Brazil<strong>*</strong><br><strong>*</strong>languages with full audio support",True,False,False,,410843.0,157.0,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Captions available, In-App Purchases, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Playable without Timed Input, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Steam Input API Support, Stereo Sound, Subtitle Options, Surround Sound, Partial Controller Support, HDR available"
1063730,New World: Aeternum,Amazon Games,Amazon Games,196798,90080,"50,000,000 .. 100,000,000",0,0,0,0,5999,5999,0,5583,"Sep 28, 2021",0.0,False,Experience a thrilling action RPG set on the supernatural island of Aeternum. Forge your destiny on an adventure filled with danger and opportunity.,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong>, Spanish - Latin America<br><strong>*</strong>languages with full audio support",True,False,False,,254000.0,133.0,"Action, Adventure, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Adjustable Text Size, Camera Comfort, Chat Speech-to-text, Chat Text-to-speech, Color Alternatives, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Save Anytime, Stereo Sound, Subtitle Options, Surround Sound, Partial Controller Support"
2358720,Black Myth: Wukong,Game Science,Game Science,1111720,38378,"50,000,000 .. 100,000,000",0,0,0,0,5999,5999,0,15004,"Aug 19, 2024",13.0,False,"Black Myth: Wukong is an action RPG rooted in Chinese mythology. You shall set out as the Destined One to venture into the challenges and marvels ahead, to uncover the obscured truth beneath the veil of a glorious legend from the past.","English<strong>*</strong>, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese<strong>*</strong>, Traditional Chinese, Italian, Turkish, Thai, Czech<br><strong>*</strong>languages with full audio support",True,False,False,,875819.0,81.0,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Gamepad Recommended, Playable without Timed Input, DualSense Controller Support, DualSense Controller Support, Stereo Sound, Surround Sound, Steam Cloud, Family Sharing"
271590,Grand Theft Auto V Legacy,Rockstar North,Rockstar Games,1739980,250576,"50,000,000 .. 100,000,000",0,0,0,0,0,0,0,67851,"13 Apr, 2015",17.0,False,"Grand Theft Auto V for PC offers players the option to explore the award-winning world of Los Santos and Blaine County in resolutions of up to 4k and beyond, as well as the chance to experience the game running at 60 frames per second.","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Japanese, Simplified Chinese, Spanish - Latin America<br><strong>*</strong>languages with full audio support",True,False,False,96.0,1890815.0,77.0,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV"
550,Left 4 Dead 2,Valve,Valve,940221,23762,"50,000,000 .. 100,000,000",0,0,0,0,999,999,0,25122,"16 Nov, 2009",17.0,False,"Set in the zombie apocalypse, Left 4 Dead 2 is a co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.","Danish, Dutch, English<strong>*</strong>, Finnish, French<strong>*</strong>, German<strong>*</strong>, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Russian<strong>*</strong>, Simplified Chinese, Spanish - Spain<strong>*</strong>, Swedish, Traditional Chinese, Hungarian, Turkish, Bulgarian, Czech, Greek, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Ukrainian, Vietnamese<br><strong>*</strong>languages with full audio support",True,False,True,89.0,810590.0,101.0,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Steam Input API Support, Stereo Sound, Surround Sound, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes Source SDK, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing, Steam Timeline"
304930,Unturned,Smartly Dressed Games,Smartly Dressed Games,506516,48852,"50,000,000 .. 100,000,000",0,0,0,0,0,0,0,10408,"Jul 7, 2017",0.0,True,"Unturned is an open-world zombie survival sandbox game. As one of the few not yet turned, you must fight to remain among the living.",English,True,True,True,,7503.0,95.0,"Action, Adventure, Casual, Indie, Free To Play","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Stereo Sound, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Remote Play on Tablet, Family Sharing"
1599340,Lost Ark,Smilegate RPG,Amazon Games,143481,58540,"50,000,000 .. 100,000,000",0,0,0,0,0,0,0,17355,"Feb 11, 2022",17.0,True,"Embark on an odyssey for the Lost Ark in a vast, vibrant world: explore new lands, seek out lost treasures, and test yourself in thrilling action combat in this action-packed free-to-play RPG.","English<strong>*</strong>, Spanish - Spain<strong>*</strong><br><strong>*</strong>languages with full audio support",True,False,False,,65192.0,156.0,"Action, Adventure, Massively Multiplayer, RPG, Free To Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Save Anytime, Partial Controller Support"
236390,War Thunder,Gaijin Entertainment,Gaijin Network Ltd,484469,272617,"20,000,000 .. 50,000,000",0,0,0,0,0,0,0,50478,"Aug 15, 2013",0.0,True,"War Thunder is the most comprehensive free-to-play, cross-platform, MMO military game dedicated to aviation, armoured vehicles, and naval craft, from the early 20th century to the most advanced modern combat units. Join now and take part in major battles on land, in the air, and at sea.","English<strong>*</strong>, German<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, Spanish - Spain<strong>*</strong>, Simplified Chinese, Russian<strong>*</strong>, Japanese<strong>*</strong>, Polish<strong>*</strong>, Czech<strong>*</strong>, Turkish<strong>*</strong>, Portuguese - Portugal, Korean, Portuguese - Brazil, Hungarian, Ukrainian, Traditional Chinese, Romanian<br><strong>*</strong>languages with full audio support",True,True,True,81.0,1990.0,91.0,"Action, Massively Multiplayer, Simulation, Free To Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, In-App Purchases, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Playable without Timed Input, DualShock Controller Support, DualSense Controller Support, Steam Input API Support, Stereo Sound, Surround Sound, Remote Play on Phone, Remote Play on Tablet"
2246340,Monster Hunter Wilds,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",127273,91142,"20,000,000 .. 50,000,000",0,0,0,0,3999,3999,0,12494,"27 Feb, 2025",0.0,False,"The unbridled force of nature runs wild and relentless, with environments transforming drastically from one moment to the next. This is a story of monsters and humans and their struggles to live in harmony in a world of duality.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Spanish - Latin America<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Polish, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese, Japanese<strong>*</strong>, Korean, Thai<br><strong>*</strong>languages with full audio support",True,False,False,,198942.0,50.0,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Keyboard Only Option, DualShock Controller Support, DualSense Controller Support, Steam Input API Support, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, HDR available, Family Sharing"
553850,HELLDIVERS 2,Arrowhead Game Studios,PlayStation Publishing LLC,775883,241752,"20,000,000 .. 50,000,000",0,0,0,0,3999,3999,0,53399,"Feb 8, 2024",17.0,False,"The Galaxy’s Last Line of Offence. Enlist in the Helldivers and join the fight for freedom across a hostile galaxy in a fast, frantic, and ferocious third-person shooter.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean, Portuguese - Brazil<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Polish, Portuguese - Portugal, Russian, Simplified Chinese<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",True,False,False,,832881.0,38.0,Action,"Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Adjustable Text Size, Camera Comfort, Chat Speech-to-text, Chat Text-to-speech, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Narrated Game Menus, Playable without Timed Input, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Stereo Sound, Subtitle Options, Surround Sound, Partial Controller Support, Family Sharing"
230410,Warframe,Digital Extremes,Digital Extremes,545393,81110,"20,000,000 .. 50,000,000",0,0,0,0,0,0,0,36195,"Mar 25, 2013",17.0,True,Awaken as an unstoppable warrior and battle alongside your friends in this story-driven free-to-play online action game,"English<strong>*</strong>, German, French, Italian, Korean, Spanish - Spain, Simplified Chinese, Russian, Japanese, Polish, Portuguese - Brazil, Traditional Chinese, Turkish, Ukrainian, Thai<br><strong>*</strong>languages with full audio support",True,False,False,69.0,2881.0,193.0,"Action, RPG, Free To Play","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Camera Comfort, Color Alternatives, Custom Volume Controls, Playable without Timed Input, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Steam Input API Support, Stereo Sound, Surround Sound, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, HDR available"
1245620,ELDEN RING,"FromSoftware, Inc.","FromSoftware, Inc., Bandai Namco Entertainment",981540,75137,"20,000,000 .. 50,000,000",0,0,0,0,5999,5999,0,29529,"24 Feb, 2022",16.0,False,"THE CRITICALLY ACCLAIMED FANTASY ACTION RPG. Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Arabic<br><strong>*</strong>languages with full audio support",True,False,False,94.0,826453.0,42.0,"Action, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Playable without Timed Input, Save Anytime, Stereo Sound, Surround Sound, Steam Cloud, Family Sharing"
105600,Terraria,Re-Logic,Re-Logic,1373979,35494,"20,000,000 .. 50,000,000",0,0,0,0,999,999,0,24580,"May 16, 2011",0.0,False,"Dig, fight, explore, build! Nothing is impossible in this action-packed adventure game. Four Pack also available!","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese",True,True,True,83.0,1230715.0,137.0,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
2694490,Path of Exile 2,Grinding Gear Games,Grinding Gear Games,118511,50510,"20,000,000 .. 50,000,000",0,0,0,0,2999,2999,0,16727,"Dec 6, 2024",0.0,False,"Path of Exile 2 is a next generation Action RPG from Grinding Gear Games, featuring co-op for up to six players. Set years after the original Path of Exile, you will return to the dark world of Wraeclast and seek to end the corruption that is spreading.","English<strong>*</strong>, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Thai<br><strong>*</strong>languages with full audio support",True,False,False,,166081.0,0.0,"Action, Adventure, Massively Multiplayer, RPG, Early Access","Single-player, Multi-player, MMO, Co-op, Online Co-op, Full controller support, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, HDR available"
431960,Wallpaper Engine,Wallpaper Engine Team,Wallpaper Engine Team,876898,17560,"20,000,000 .. 50,000,000",0,0,0,0,499,499,0,91184,"16 Nov, 2018",0.0,False,Use stunning live wallpapers on your desktop. Animate your own images to create new wallpapers or import videos/websites and share them on the Steam Workshop!,"English, German, Simplified Chinese, Polish, Portuguese - Brazil, French, Italian, Spanish - Spain, Finnish, Japanese, Korean, Swedish, Thai, Traditional Chinese, Turkish, Portuguese - Portugal, Russian, Danish, Czech, Arabic, Ukrainian, Indonesian, Persian",True,False,False,,936452.0,17.0,"Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities","Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Workshop, Includes level editor"
1086940,Baldur's Gate 3,Larian Studios,Larian Studios,736688,23974,"20,000,000 .. 50,000,000",0,0,0,0,4499,5999,25,54771,"Aug 3, 2023",17.0,False,"Baldur’s Gate 3 is a story-rich, party-based RPG set in the universe of Dungeons &amp; Dragons, where your choices shape a tale of fellowship and betrayal, survival and sacrifice, and the lure of absolute power.","English<strong>*</strong>, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Turkish, Portuguese - Brazil, Italian, Spanish - Latin America, Traditional Chinese, Ukrainian, Korean, Japanese<br><strong>*</strong>languages with full audio support",True,True,False,96.0,749792.0,54.0,"Adventure, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Save Anytime, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing"
291550,Brawlhalla,Blue Mammoth Games,Ubisoft,314809,71647,"20,000,000 .. 50,000,000",0,0,0,0,0,0,0,14169,"Oct 17, 2017",0.0,True,"An epic platform fighter for up to 8 players online or local. Try casual free-for-alls, ranked matches, or invite friends to a private room. And it's free! Play cross-platform with millions of players on PlayStation, Xbox, Nintendo Switch, iOS, Android &amp; Steam! Frequent updates. Over sixty Legends.","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Turkish<br><strong>*</strong>languages with full audio support",True,True,False,,2891.0,65.0,"Action, Indie, Free To Play","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together"
4000,Garry's Mod,Facepunch Studios,Valve,1122546,37161,"20,000,000 .. 50,000,000",0,0,0,0,999,999,0,18400,"29 Nov, 2006",0.0,False,Garry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play.,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Croatian, Estonian, Hebrew, Lithuanian, Slovak<br><strong>*</strong>languages with full audio support",True,True,True,,1085625.0,29.0,"Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Includes Source SDK, Remote Play on Tablet, Family Sharing"
1085660,Destiny 2,Bungie,Bungie,497891,127725,"20,000,000 .. 50,000,000",0,0,0,0,0,0,0,24619,"1 Oct, 2019",0.0,True,"Explore the mysteries of Sol and experience exhilirating first-person shooter combat in Destiny 2. Unlock powerful abilities and collect unique gear across story missions, co-op, and PvP modes.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",True,False,False,83.0,139146.0,23.0,"Action, Adventure, Free To Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Color Alternatives, Custom Volume Controls, DualShock Controller Support, DualSense Controller Support, Subtitle Options, Partial Controller Support, Family Sharing"
359550,Tom Clancy's Rainbow Six Siege,Ubisoft Montreal,Ubisoft,1172854,225730,"20,000,000 .. 50,000,000",0,0,0,0,1999,1999,0,51847,"Dec 1, 2015",17.0,True,"Tom Clancy's Rainbow Six Siege is an elite, tactical team-based shooter where superior planning and execution triumph.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech, Dutch, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Traditional Chinese, Simplified Chinese, Turkish, Thai<br><strong>*</strong>languages with full audio support",True,False,False,,1249095.0,48.0,"Action, Free To Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Steam Trading Cards, In-App Purchases, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Remote Play on Phone, Remote Play on Tablet"
252490,Rust,Facepunch Studios,Facepunch Studios,1071135,156649,"20,000,000 .. 50,000,000",0,0,0,0,1999,3999,50,143870,"8 Feb, 2018",0.0,False,"The only aim in Rust is to survive. Everything wants you to die - the island’s wildlife, other inhabitants, the environment, and other survivors. Do whatever it takes to last another night.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Ukrainian<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Turkish<strong>*</strong>, Arabic, Czech, Danish, Dutch, Finnish, Greek, Norwegian, Portuguese - Brazil, Spanish - Latin America, Swedish, Traditional Chinese, Vietnamese<br><strong>*</strong>languages with full audio support",True,True,False,69.0,1159778.0,102.0,"Action, Adventure, Indie, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Stereo Sound, Subtitle Options, Surround Sound, Valve Anti-Cheat enabled, Stats, Remote Play on Tablet"
552990,World of Warships,Wargaming Group Limited,Wargaming Group Limited,112887,33665,"20,000,000 .. 50,000,000",0,0,0,0,0,0,0,8518,"Nov 15, 2017",0.0,True,"Immerse yourself in thrilling naval battles and assemble an armada of over 800 ships from the first half of the 20th century — from stealthy destroyers to gigantic battleships. Change the look of your ship, choose upgrades to suit your play style, and go into battle with other players!","English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Czech, Japanese<strong>*</strong>, Polish<strong>*</strong>, Russian<strong>*</strong>, Thai, Turkish, Spanish - Spain<strong>*</strong>, Korean<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Traditional Chinese<strong>*</strong>, Italian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Ukrainian, Dutch<strong>*</strong>, Spanish - Latin America<strong>*</strong><br><strong>*</strong>languages with full audio support",True,False,False,81.0,2028.0,43.0,"Action, Massively Multiplayer, Simulation, Strategy, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Playable without Timed Input, Steam Cloud, Family Sharing"
